Student_Index,Attorneys and Law Offices,Engineering,Arts and Crafts,Management,Online Advertising,Public Relations,Web Design and Development,Human Resources,Media,Art Dealers and Galleries,State,District,Faculty_Domain,GOT,Employed
U2022_1563,0.0,0.0,6.0,1.0,8.0,8.0,1.0,0.0,3.0,4.0,JOHOR,MUAR,LAW,Yes,Yes
U2022_1564,8.0,8.0,6.0,0.0,0.0,8.0,7.0,7.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1565,4.0,0.0,0.0,1.0,1.0,3.0,6.0,8.0,0.0,8.0,PERAK,KINTA,IT,Yes,No_data
U2022_1566,8.0,8.0,6.0,8.0,0.0,4.0,0.0,3.0,0.0,7.0,KELANTAN,PASIR MAS,MANAGEMENT,Yes,Yes
U2022_1567,2.0,8.0,6.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1568,0.0,8.0,6.0,0.0,5.0,8.0,0.0,0.0,8.0,6.0,SELANGOR,GOMBAK,FCM,Yes,Yes
U2022_1569,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,FAC,Yes,Yes
U2022_157,8.0,8.0,6.0,1.0,8.0,8.0,0.0,8.0,0.0,0.0,JOHOR,JOHOR BAHARU,FCM,No,Yes
U2022_1570,0.0,0.0,6.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,JOHOR,KULAIJAYA,IT,Yes,Yes
U2022_1571,8.0,8.0,0.0,1.0,0.0,0.0,4.0,3.0,4.0,4.0,JOHOR,SEGAMAT,ENGINEERING,Yes,Yes
U2022_1572,0.0,0.0,6.0,1.0,0.0,8.0,8.0,8.0,1.0,0.0,SELANGOR,PETALING,FCA,No,No_data
U2022_1573,0.0,8.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,No
U2022_1574,0.0,0.0,0.0,8.0,7.0,0.0,8.0,0.0,8.0,8.0,SELANGOR,PETALING,FCA,No,Yes
U2022_1575,0.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,SELANGOR,KLANG,MANAGEMENT,No,Yes
U2022_1576,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,KUALA LUMPUR,KUALA LUMPUR,FCM,No,No
U2022_1577,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,PAHANG,BERA,MANAGEMENT,Yes,Yes
U2022_1578,0.0,3.0,0.0,6.0,1.0,3.0,6.0,0.0,4.0,2.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,No_data
U2022_1579,0.0,0.0,8.0,0.0,1.0,0.0,8.0,3.0,1.0,8.0,SELANGOR,PETALING,IT,No,No_data
U2022_158,8.0,8.0,6.0,1.0,0.0,8.0,5.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1580,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_1581,8.0,8.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,Yes
U2022_1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_1587,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_159,8.0,8.0,6.0,6.0,2.0,8.0,3.0,8.0,1.0,8.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,Yes
U2022_1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,ALOR GAJAH,IT,No,Yes
U2022_1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PULAU PINANG,SEBERANG PERAI TENGAH,ENGINEERING,Yes,Yes
U2022_1597,8.0,8.0,6.0,1.0,5.0,0.0,2.0,8.0,0.0,3.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1598,0.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,No,Yes
U2022_1599,8.0,0.0,6.0,1.0,1.0,8.0,1.0,8.0,1.0,6.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,Yes
U2022_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,SEGAMAT,LAW,Yes,Yes
U2022_160,8.0,8.0,0.0,8.0,7.0,8.0,7.0,8.0,4.0,8.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1600,8.0,8.0,6.0,1.0,8.0,8.0,1.0,8.0,1.0,2.0,PAHANG,TEMERLOH,LAW,Yes,Yes
U2022_1601,8.0,6.0,6.0,1.0,6.0,7.0,5.0,4.0,0.0,5.0,PERAK,KINTA,ENGINEERING,Yes,Yes
U2022_1602,8.0,0.0,6.0,1.0,0.0,8.0,1.0,8.0,1.0,0.0,PULAU PINANG,SEBERANG PERAI UTARA,IT,No,No
U2022_1603,8.0,8.0,8.0,0.0,1.0,7.0,8.0,2.0,0.0,6.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_1604,8.0,8.0,0.0,1.0,1.0,8.0,1.0,8.0,0.0,3.0,SELANGOR,KLANG,MANAGEMENT,Yes,Yes
U2022_1605,0.0,8.0,8.0,1.0,3.0,2.0,0.0,8.0,1.0,5.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1606,8.0,2.0,6.0,1.0,0.0,8.0,8.0,8.0,1.0,0.0,KUALA LUMPUR,KUALA LUMPUR,FCM,Yes,No
U2022_1607,8.0,8.0,6.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,SABAH,KOTA KINABALU,MANAGEMENT,No,Yes
U2022_1608,5.0,2.0,7.0,0.0,7.0,4.0,1.0,4.0,6.0,4.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1609,8.0,8.0,6.0,2.0,8.0,8.0,8.0,8.0,2.0,6.0,SELANGOR,SEPANG,FAC,Yes,Yes
U2022_161,7.0,8.0,8.0,1.0,0.0,8.0,3.0,8.0,1.0,8.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,No
U2022_1610,8.0,0.0,6.0,1.0,4.0,8.0,8.0,8.0,8.0,6.0,PULAU PINANG,BARAT DAYA,FCM,No,Yes
U2022_1611,8.0,8.0,6.0,1.0,0.0,8.0,6.0,8.0,1.0,6.0,NEGERI SEMBILAN,SEREMBAN,IT,No,Yes
U2022_1612,8.0,8.0,8.0,1.0,1.0,8.0,1.0,8.0,6.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No
U2022_1613,5.0,8.0,0.0,7.0,1.0,5.0,0.0,8.0,1.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1614,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,PULAU PINANG,SEBERANG PERAI TENGAH,IT,No,No_data
U2022_1615,8.0,8.0,6.0,1.0,1.0,3.0,1.0,8.0,1.0,8.0,KEDAH,KULIM,IT,Yes,Yes
U2022_1616,1.0,8.0,0.0,1.0,5.0,8.0,7.0,5.0,1.0,6.0,SELANGOR,GOMBAK,IT,No,Yes
U2022_1617,8.0,8.0,6.0,6.0,0.0,7.0,8.0,8.0,6.0,4.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_1618,8.0,8.0,6.0,1.0,1.0,5.0,7.0,8.0,0.0,6.0,MELAKA,ALOR GAJAH,IT,Yes,No_data
U2022_1619,8.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,2.0,6.0,SELANGOR,PETALING,IT,No,Yes
U2022_162,0.0,8.0,8.0,0.0,8.0,0.0,8.0,1.0,6.0,2.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1620,8.0,8.0,6.0,0.0,5.0,8.0,0.0,8.0,0.0,0.0,PULAU PINANG,SEBERANG PERAI TENGAH,LAW,No,Yes
U2022_1621,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1.0,8.0,JOHOR,KULAIJAYA,MANAGEMENT,Yes,Yes
U2022_1622,0.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,0.0,SELANGOR,PETALING,ENGINEERING,Yes,Yes
U2022_1623,0.0,8.0,6.0,7.0,8.0,8.0,0.0,8.0,7.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,No,Yes
U2022_1624,0.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1625,8.0,8.0,6.0,8.0,3.0,8.0,4.0,8.0,8.0,8.0,JOHOR,JOHOR BAHARU,FCM,Yes,No_data
U2022_1626,8.0,5.0,0.0,1.0,3.0,6.0,8.0,3.0,1.0,0.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1627,3.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,4.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1628,8.0,8.0,8.0,8.0,0.0,8.0,4.0,0.0,8.0,0.0,KUALA LUMPUR,KUALA LUMPUR,FCM,Yes,Yes
U2022_1629,3.0,8.0,7.0,0.0,0.0,8.0,0.0,5.0,1.0,6.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_163,3.0,0.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,SABAH,KOTA KINABALU,IT,Yes,Yes
U2022_1630,8.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1631,8.0,0.0,6.0,8.0,0.0,8.0,0.0,0.0,0.0,6.0,SELANGOR,PETALING,IT,No,Yes
U2022_1632,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,KEDAH,KULIM,MANAGEMENT,Yes,Yes
U2022_1633,5.0,0.0,6.0,8.0,7.0,8.0,0.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1634,2.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,1.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1635,8.0,8.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,SELANGOR,PETALING,FCA,No,Yes
U2022_1636,8.0,8.0,6.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1637,0.0,8.0,0.0,0.0,2.0,8.0,0.0,8.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_1638,0.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,6.0,0.0,SELANGOR,PETALING,IT,No,Yes
U2022_1639,6.0,8.0,6.0,0.0,2.0,8.0,1.0,4.0,1.0,0.0,PERAK,LARUT AND MATANG,ENGINEERING,No,No_data
U2022_164,8.0,0.0,6.0,0.0,8.0,8.0,8.0,8.0,0.0,3.0,SELANGOR,SEPANG,IT,No,Yes
U2022_1640,8.0,8.0,6.0,0.0,0.0,8.0,6.0,0.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAHANG,KUANTAN,IT,No,Yes
U2022_1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,SEPANG,FCM,No,Yes
U2022_165,8.0,0.0,6.0,1.0,1.0,8.0,0.0,8.0,5.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1657,8.0,8.0,5.0,0.0,6.0,0.0,0.0,8.0,1.0,2.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1658,8.0,8.0,6.0,1.0,3.0,0.0,0.0,8.0,2.0,0.0,PULAU PINANG,SEBERANG PERAI UTARA,IT,Yes,Yes
U2022_1659,8.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,HULU LANGAT,FAC,Yes,Yes
U2022_166,8.0,0.0,6.0,8.0,8.0,8.0,0.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1660,2.0,8.0,6.0,1.0,3.0,8.0,0.0,5.0,1.0,0.0,JOHOR,KELUANG,IT,Yes,Yes
U2022_1661,8.0,6.0,6.0,1.0,1.0,5.0,1.0,4.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1662,0.0,8.0,6.0,8.0,6.0,0.0,7.0,8.0,3.0,6.0,MELAKA,MELAKA TENGAH,FCM,Yes,Yes
U2022_1663,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,JEMPOL,MANAGEMENT,No,Yes
U2022_1664,1.0,8.0,6.0,8.0,8.0,8.0,2.0,8.0,1.0,8.0,PERLIS,PERLIS,MANAGEMENT,Yes,Yes
U2022_1665,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,4.0,SELANGOR,KLANG,MANAGEMENT,No,No_data
U2022_1666,8.0,8.0,5.0,1.0,1.0,8.0,3.0,8.0,1.0,6.0,SELANGOR,SEPANG,IT,No,Yes
U2022_1667,0.0,8.0,6.0,0.0,8.0,0.0,0.0,8.0,8.0,5.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,No
U2022_1668,8.0,8.0,6.0,1.0,1.0,8.0,1.0,7.0,1.0,6.0,PULAU PINANG,SEBERANG PERAI UTARA,MANAGEMENT,No,Yes
U2022_1669,2.0,8.0,6.0,1.0,1.0,8.0,0.0,8.0,1.0,4.0,KEDAH,KUALA MUDA,ENGINEERING,Yes,Yes
U2022_167,8.0,8.0,6.0,6.0,4.0,8.0,5.0,8.0,4.0,8.0,PERAK,KINTA,MANAGEMENT,No,Yes
U2022_1670,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SARAWAK,KUCHING,ENGINEERING,Yes,Yes
U2022_1671,3.0,8.0,6.0,8.0,1.0,8.0,8.0,8.0,6.0,6.0,PULAU PINANG,TIMUR LAUT,MANAGEMENT,No,Yes
U2022_1672,3.0,8.0,5.0,1.0,0.0,3.0,1.0,0.0,1.0,5.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1673,8.0,8.0,6.0,3.0,7.0,8.0,8.0,0.0,8.0,6.0,SELANGOR,PETALING,FCM,Yes,Yes
U2022_1674,8.0,8.0,6.0,1.0,7.0,8.0,3.0,8.0,1.0,6.0,PAHANG,KUANTAN,FCM,Yes,Yes
U2022_1675,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,IT,No,Yes
U2022_1676,8.0,8.0,6.0,1.0,8.0,6.0,5.0,8.0,1.0,8.0,PAHANG,KUANTAN,IT,No,Yes
U2022_1677,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,7.0,6.0,SELANGOR,HULU LANGAT,FAC,Yes,Yes
U2022_1678,8.0,8.0,6.0,1.0,8.0,8.0,8.0,0.0,1.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1679,8.0,8.0,6.0,8.0,0.0,8.0,8.0,0.0,8.0,6.0,SELANGOR,SEPANG,IT,No,Yes
U2022_168,8.0,8.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0,MELAKA,ALOR GAJAH,IT,Yes,Yes
U2022_1680,8.0,8.0,6.0,0.0,1.0,5.0,7.0,0.0,8.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_1681,0.0,8.0,0.0,0.0,8.0,3.0,0.0,3.0,1.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1682,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1683,0.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1684,0.0,7.0,8.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,Yes
U2022_1685,8.0,8.0,0.0,1.0,8.0,8.0,3.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,LAW,No,No
U2022_1686,8.0,0.0,0.0,0.0,7.0,8.0,8.0,0.0,6.0,6.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_1687,0.0,7.0,8.0,1.0,1.0,4.0,1.0,6.0,1.0,0.0,JOHOR,JOHOR BAHARU,FCM,No,Yes
U2022_1688,8.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1689,0.0,8.0,6.0,0.0,0.0,6.0,6.0,7.0,0.0,0.0,MELAKA,MELAKA TENGAH,ENGINEERING,No,No_data
U2022_169,8.0,8.0,6.0,1.0,2.0,8.0,6.0,8.0,6.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1690,7.0,0.0,0.0,1.0,6.0,8.0,7.0,8.0,8.0,0.0,SELANGOR,HULU LANGAT,LAW,Yes,Yes
U2022_1691,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,MELAKA,JASIN,IT,Yes,No
U2022_1692,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1693,0.0,0.0,6.0,0.0,1.0,8.0,0.0,8.0,6.0,0.0,PUTRAJAYA,PUTRAJAYA,FCM,No,Yes
U2022_1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,NEGERI SEMBILAN,PORT DICKSON,MANAGEMENT,No,Yes
U2022_1695,8.0,0.0,8.0,0.0,1.0,8.0,0.0,0.0,1.0,6.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_1696,8.0,8.0,0.0,6.0,4.0,0.0,0.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1697,7.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,PAHANG,RAUB,MANAGEMENT,Yes,Yes
U2022_1698,0.0,8.0,6.0,0.0,6.0,8.0,7.0,7.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1699,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,FCM,No,Yes
U2022_17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,JOHOR,KULAIJAYA,LAW,Yes,Yes
U2022_170,8.0,8.0,6.0,8.0,1.0,8.0,8.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1700,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_1701,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,SELANGOR,KUALA LANGAT,MANAGEMENT,Yes,Yes
U2022_1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KELUANG,ENGINEERING,Yes,Yes
U2022_1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KEDAH,KUBANG PASU,ENGINEERING,No,Yes
U2022_1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAHANG,PEKAN,IT,Yes,Yes
U2022_171,8.0,1.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,TRENGGANU,KEMAMAN,IT,No,Yes
U2022_1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1717,8.0,8.0,6.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,SELANGOR,PETALING,ENGINEERING,Yes,Yes
U2022_1718,8.0,0.0,6.0,8.0,0.0,8.0,1.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1719,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_172,8.0,8.0,6.0,8.0,8.0,2.0,8.0,7.0,2.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1720,8.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,8.0,6.0,SELANGOR,SEPANG,FCM,No,Yes
U2022_1721,0.0,8.0,0.0,8.0,5.0,8.0,5.0,3.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1722,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,Yes
U2022_1723,8.0,0.0,6.0,4.0,1.0,4.0,0.0,4.0,4.0,5.0,KUALA LUMPUR,KUALA LUMPUR,FCM,Yes,Yes
U2022_1724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,KEDAH,YAN,ENGINEERING,Yes,Yes
U2022_1725,8.0,8.0,6.0,1.0,1.0,0.0,1.0,8.0,1.0,8.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1726,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,NEGERI SEMBILAN,SEREMBAN,LAW,No,Yes
U2022_1727,8.0,0.0,6.0,1.0,0.0,8.0,2.0,8.0,1.0,0.0,JOHOR,KOTA TINGGI,LAW,Yes,No
U2022_1728,8.0,0.0,6.0,1.0,8.0,7.0,8.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1729,8.0,8.0,0.0,8.0,1.0,8.0,5.0,8.0,0.0,6.0,PAHANG,KUANTAN,FCM,No,No
U2022_173,8.0,8.0,6.0,1.0,8.0,8.0,1.0,8.0,8.0,4.0,JOHOR,MUAR,IT,Yes,Yes
U2022_1730,1.0,8.0,6.0,0.0,5.0,4.0,5.0,8.0,4.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1731,8.0,8.0,6.0,1.0,0.0,8.0,0.0,8.0,1.0,5.0,JOHOR,KOTA TINGGI,MANAGEMENT,Yes,No
U2022_1732,8.0,8.0,6.0,8.0,8.0,8.0,8.0,0.0,8.0,6.0,SELANGOR,PETALING,IT,,No
U2022_1733,1.0,8.0,8.0,1.0,8.0,8.0,5.0,0.0,7.0,0.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1734,8.0,8.0,6.0,1.0,0.0,5.0,5.0,8.0,1.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1735,8.0,8.0,6.0,8.0,8.0,0.0,8.0,8.0,8.0,5.0,SELANGOR,PETALING,IT,No,Yes
U2022_1736,8.0,8.0,6.0,1.0,1.0,8.0,1.0,8.0,1.0,6.0,SELANGOR,HULU LANGAT,ENGINEERING,No,Yes
U2022_1737,1.0,8.0,8.0,1.0,3.0,8.0,8.0,0.0,0.0,6.0,SABAH,KOTA KINABALU,MANAGEMENT,Yes,Yes
U2022_1738,8.0,0.0,8.0,0.0,8.0,8.0,8.0,2.0,8.0,6.0,SELANGOR,PETALING,LAW,Yes,Yes
U2022_1739,8.0,8.0,6.0,1.0,2.0,5.0,8.0,8.0,8.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_174,8.0,8.0,8.0,8.0,1.0,8.0,5.0,8.0,7.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No
U2022_1740,8.0,8.0,6.0,5.0,8.0,8.0,1.0,8.0,1.0,6.0,SELANGOR,GOMBAK,ENGINEERING,No,Yes
U2022_1741,1.0,8.0,6.0,1.0,1.0,8.0,0.0,8.0,6.0,1.0,PULAU PINANG,SEBERANG PERAI UTARA,IT,Yes,Yes
U2022_1742,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,JOHOR,BATU PAHAT,ENGINEERING,Yes,Yes
U2022_1743,8.0,8.0,6.0,1.0,5.0,2.0,5.0,8.0,3.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1744,0.0,8.0,6.0,0.0,0.0,8.0,0.0,8.0,1.0,6.0,SARAWAK,MIRI,IT,Yes,No
U2022_1745,0.0,8.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1746,0.0,0.0,6.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1747,8.0,0.0,6.0,1.0,0.0,0.0,7.0,7.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1748,0.0,8.0,0.0,1.0,2.0,8.0,6.0,8.0,0.0,6.0,SELANGOR,HULU LANGAT,FCA,No,Yes
U2022_1749,8.0,0.0,6.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,JOHOR,SEGAMAT,IT,Yes,Yes
U2022_175,8.0,8.0,6.0,1.0,8.0,8.0,5.0,8.0,1.0,3.0,JOHOR,MUAR,MANAGEMENT,Yes,No
U2022_1750,0.0,8.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1751,6.0,6.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,5.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1752,7.0,0.0,3.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,PUTRAJAYA,PUTRAJAYA,MANAGEMENT,Yes,Yes
U2022_1753,5.0,0.0,6.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,NEGERI SEMBILAN,TAMPIN,IT,Yes,Yes
U2022_1754,0.0,8.0,6.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,MELAKA,MELAKA TENGAH,ENGINEERING,Yes,Yes
U2022_1755,8.0,0.0,6.0,0.0,0.0,8.0,8.0,0.0,5.0,6.0,SELANGOR,GOMBAK,FAC,Yes,Yes
U2022_1756,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,3.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1757,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,KEDAH,KUALA MUDA,MANAGEMENT,No,No
