Student_Index,Attorneys and Law Offices,Engineering,Arts and Crafts,Management,Online Advertising,Public Relations,Web Design and Development,Human Resources,Media,Art Dealers and Galleries,State,District,Faculty_Domain,GOT,Employed
U2022_1758,0.0,8.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,8.0,NEGERI SEMBILAN,JEMPOL,MANAGEMENT,No,Yes
U2022_1759,0.0,8.0,6.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,JOHOR,BATU PAHAT,MANAGEMENT,No,Yes
U2022_176,8.0,0.0,6.0,0.0,8.0,0.0,7.0,8.0,8.0,3.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1760,8.0,8.0,0.0,1.0,8.0,0.0,0.0,8.0,0.0,6.0,SELANGOR,HULU LANGAT,FCM,No,Yes
U2022_1761,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,8.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,No
U2022_1762,0.0,0.0,6.0,8.0,8.0,8.0,8.0,0.0,5.0,6.0,SELANGOR,KLANG,FAC,Yes,Yes
U2022_1763,0.0,8.0,5.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,No_data
U2022_1764,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,JOHOR,LEDANG,IT,No,Yes
U2022_1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No_data
U2022_1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEGERI SEMBILAN,SEREMBAN,IT,Yes,No_data
U2022_1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_177,8.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,FCM,No,Yes
U2022_1772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,No,Yes
U2022_1777,8.0,8.0,6.0,7.0,8.0,0.0,1.0,8.0,2.0,4.0,JOHOR,KELUANG,IT,Yes,Yes
U2022_1778,1.0,8.0,6.0,1.0,1.0,8.0,4.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No_data
U2022_1779,8.0,8.0,6.0,1.0,1.0,0.0,1.0,8.0,1.0,8.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_178,8.0,8.0,6.0,8.0,0.0,8.0,0.0,8.0,0.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,No
U2022_1780,7.0,7.0,8.0,1.0,1.0,3.0,1.0,4.0,1.0,6.0,JOHOR,JOHOR BAHARU,IT,Yes,No
U2022_1781,0.0,8.0,6.0,8.0,8.0,8.0,0.0,8.0,5.0,6.0,MELAKA,MELAKA TENGAH,ENGINEERING,Yes,Yes
U2022_1782,8.0,8.0,6.0,1.0,5.0,8.0,8.0,7.0,1.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1783,8.0,8.0,6.0,8.0,5.0,8.0,7.0,8.0,4.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No_data
U2022_1784,1.0,8.0,8.0,1.0,8.0,8.0,1.0,7.0,0.0,6.0,MELAKA,JASIN,IT,No,Yes
U2022_1785,0.0,0.0,7.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,PERAK,HILIR PERAK,LAW,Yes,Yes
U2022_1786,8.0,8.0,6.0,4.0,8.0,8.0,0.0,8.0,8.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,No,Yes
U2022_1787,8.0,8.0,6.0,1.0,8.0,8.0,3.0,8.0,8.0,6.0,SELANGOR,KLANG,IT,No,Yes
U2022_1788,4.0,0.0,6.0,1.0,4.0,8.0,3.0,8.0,1.0,4.0,PERAK,KUALA KANGSAR,MANAGEMENT,No,Yes
U2022_1789,8.0,8.0,6.0,8.0,8.0,8.0,1.0,8.0,1.0,4.0,JOHOR,MUAR,IT,Yes,No
U2022_179,0.0,8.0,0.0,1.0,0.0,8.0,8.0,8.0,2.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1790,8.0,7.0,8.0,8.0,1.0,8.0,3.0,8.0,2.0,6.0,JOHOR,KULAIJAYA,ENGINEERING,Yes,Yes
U2022_1791,8.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,1.0,6.0,KUALA LUMPUR,KUALA LUMPUR,LAW,Yes,Yes
U2022_1792,8.0,8.0,6.0,1.0,8.0,5.0,6.0,8.0,1.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1793,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,SELANGOR,PETALING,LAW,No,Yes
U2022_1794,5.0,8.0,6.0,1.0,0.0,6.0,0.0,8.0,6.0,8.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,Yes
U2022_1795,8.0,8.0,0.0,0.0,1.0,7.0,8.0,8.0,1.0,2.0,SELANGOR,PETALING,IT,No,Yes
U2022_1796,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_1797,8.0,0.0,6.0,8.0,0.0,0.0,7.0,8.0,0.0,6.0,PUTRAJAYA,PUTRAJAYA,FCM,Yes,Yes
U2022_1798,4.0,8.0,8.0,0.0,1.0,8.0,3.0,8.0,1.0,7.0,NEGERI SEMBILAN,JEMPOL,LAW,Yes,Yes
U2022_1799,8.0,8.0,0.0,1.0,1.0,8.0,0.0,0.0,8.0,0.0,MELAKA,MELAKA TENGAH,FCM,Yes,No
U2022_18,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,6.0,0.0,PAHANG,KUANTAN,LAW,Yes,Yes
U2022_180,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,JOHOR,KELUANG,IT,Yes,Yes
U2022_1800,0.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,1.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,Yes
U2022_1801,8.0,8.0,6.0,0.0,8.0,0.0,0.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1802,7.0,0.0,6.0,0.0,8.0,8.0,8.0,8.0,5.0,6.0,MELAKA,MELAKA TENGAH,IT,,No
U2022_1803,0.0,8.0,6.0,1.0,1.0,7.0,0.0,8.0,1.0,8.0,KEDAH,KUBANG PASU,IT,No,Yes
U2022_1804,8.0,8.0,0.0,1.0,1.0,3.0,1.0,8.0,1.0,0.0,TRENGGANU,KEMAMAN,FCM,Yes,Yes
U2022_1805,0.0,8.0,0.0,1.0,0.0,3.0,0.0,8.0,1.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,No_data
U2022_1806,8.0,7.0,0.0,1.0,1.0,8.0,3.0,8.0,1.0,8.0,JOHOR,KOTA TINGGI,IT,No,No_data
U2022_1807,2.0,0.0,6.0,8.0,7.0,8.0,5.0,8.0,4.0,6.0,MELAKA,MELAKA TENGAH,IT,No,No_data
U2022_1808,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,0.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1809,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,Yes,Yes
U2022_181,8.0,8.0,6.0,1.0,8.0,8.0,4.0,8.0,8.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1810,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1811,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,LAW,No,Yes
U2022_1812,8.0,0.0,6.0,8.0,0.0,8.0,2.0,0.0,0.0,0.0,TRENGGANU,KUALA TERENGGANU,IT,Yes,Yes
U2022_1813,8.0,8.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,6.0,MELAKA,MELAKA TENGAH,FCM,No,Yes
U2022_1814,8.0,0.0,6.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,SELANGOR,HULU LANGAT,FCM,No,Yes
U2022_1815,7.0,6.0,0.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,SELANGOR,KLANG,LAW,No,Yes
U2022_1816,8.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,JOHOR,MUAR,MANAGEMENT,Yes,Yes
U2022_1817,2.0,8.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,8.0,NEGERI SEMBILAN,KUALA PILAH,ENGINEERING,Yes,Yes
U2022_1818,0.0,8.0,6.0,4.0,8.0,8.0,5.0,0.0,0.0,0.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_1819,8.0,8.0,6.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_182,3.0,8.0,6.0,2.0,8.0,8.0,8.0,8.0,7.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KULAIJAYA,IT,Yes,No
U2022_1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,FCM,No,Yes
U2022_1822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KELUANG,LAW,No,No_data
U2022_1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,HULU LANGAT,MANAGEMENT,No,No_data
U2022_1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAHANG,KUANTAN,IT,No,Yes
U2022_183,0.0,0.0,6.0,0.0,0.0,0.0,5.0,8.0,5.0,8.0,JOHOR,JOHOR BAHARU,IT,Yes,No
U2022_1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,No_data
U2022_1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,No,Yes
U2022_1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,FCM,No,Yes
U2022_1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUTRAJAYA,PUTRAJAYA,MANAGEMENT,Yes,Yes
U2022_1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PERAK,KINTA,ENGINEERING,Yes,Yes
U2022_1837,8.0,0.0,6.0,4.0,0.0,8.0,4.0,6.0,2.0,8.0,SELANGOR,GOMBAK,FCM,Yes,Yes
U2022_1838,8.0,8.0,6.0,1.0,1.0,5.0,1.0,0.0,1.0,6.0,PULAU PINANG,SEBERANG PERAI UTARA,ENGINEERING,Yes,No
U2022_1839,8.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_184,0.0,8.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,No
U2022_1840,8.0,8.0,0.0,0.0,8.0,8.0,1.0,8.0,6.0,6.0,SELANGOR,KLANG,MANAGEMENT,No,No_data
U2022_1841,8.0,8.0,6.0,8.0,7.0,8.0,0.0,8.0,8.0,5.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,No,Yes
U2022_1842,0.0,8.0,8.0,1.0,1.0,6.0,0.0,0.0,0.0,6.0,KELANTAN,KOTA BHARU,MANAGEMENT,Yes,Yes
U2022_1843,0.0,8.0,6.0,1.0,3.0,8.0,4.0,2.0,1.0,2.0,KEDAH,BALING,FCM,No,Yes
U2022_1844,8.0,7.0,6.0,1.0,1.0,8.0,1.0,8.0,1.0,8.0,SELANGOR,SEPANG,IT,No,Yes
U2022_1845,8.0,8.0,6.0,8.0,0.0,8.0,4.0,8.0,0.0,0.0,JOHOR,KULAIJAYA,FCA,Yes,Yes
U2022_1846,8.0,2.0,6.0,0.0,1.0,7.0,1.0,0.0,1.0,6.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,Yes
U2022_1847,8.0,8.0,8.0,6.0,8.0,5.0,8.0,6.0,6.0,0.0,JOHOR,LEDANG,ENGINEERING,Yes,Yes
U2022_1848,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,SELANGOR,GOMBAK,FCM,Yes,Yes
U2022_1849,4.0,8.0,6.0,0.0,8.0,6.0,0.0,8.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_185,0.0,8.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,6.0,SELANGOR,KUALA LANGAT,MANAGEMENT,No,Yes
U2022_1850,8.0,8.0,6.0,5.0,1.0,0.0,1.0,3.0,1.0,6.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,No_data
U2022_1851,8.0,8.0,6.0,1.0,8.0,5.0,8.0,8.0,3.0,5.0,SABAH,PENAMPANG,FAC,No,Yes
U2022_1852,8.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,7.0,0.0,SELANGOR,KLANG,IT,Yes,Yes
U2022_1853,1.0,1.0,6.0,1.0,1.0,8.0,7.0,0.0,3.0,6.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1854,8.0,8.0,8.0,1.0,1.0,8.0,1.0,8.0,1.0,6.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,No,Yes
U2022_1855,0.0,8.0,6.0,6.0,8.0,2.0,8.0,8.0,6.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1856,8.0,6.0,8.0,1.0,1.0,5.0,1.0,3.0,1.0,8.0,KUALA LUMPUR,KUALA LUMPUR,MANAGEMENT,Yes,Yes
U2022_1857,1.0,4.0,6.0,0.0,8.0,8.0,5.0,0.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1858,1.0,8.0,6.0,8.0,2.0,8.0,0.0,0.0,4.0,3.0,JOHOR,KELUANG,MANAGEMENT,Yes,No_data
U2022_1859,2.0,8.0,6.0,0.0,1.0,4.0,1.0,6.0,1.0,6.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_186,0.0,0.0,6.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,No,No
U2022_1860,0.0,0.0,6.0,8.0,1.0,8.0,0.0,0.0,1.0,0.0,SELANGOR,PETALING,MANAGEMENT,No,Yes
U2022_1861,8.0,8.0,6.0,8.0,1.0,0.0,3.0,8.0,6.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1862,5.0,0.0,7.0,0.0,1.0,8.0,0.0,3.0,1.0,0.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_1863,0.0,8.0,6.0,0.0,1.0,6.0,0.0,8.0,5.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,No
U2022_1864,8.0,8.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,PERAK,HILIR PERAK,MANAGEMENT,Yes,Yes
U2022_1865,3.0,8.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,2.0,PAHANG,ROMPIN,MANAGEMENT,Yes,Yes
U2022_1866,4.0,8.0,6.0,0.0,0.0,8.0,0.0,8.0,1.0,0.0,JOHOR,JOHOR BAHARU,IT,Yes,No_data
U2022_1867,0.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,IT,No,Yes
U2022_1868,0.0,8.0,0.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1869,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SELANGOR,KLANG,MANAGEMENT,Yes,Yes
U2022_187,8.0,8.0,6.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,NEGERI SEMBILAN,SEREMBAN,ENGINEERING,No,No
U2022_1870,0.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,NEGERI SEMBILAN,TAMPIN,MANAGEMENT,Yes,Yes
U2022_1871,0.0,0.0,6.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,KELANTAN,KOTA BHARU,IT,Yes,Yes
U2022_1872,7.0,8.0,0.0,2.0,7.0,0.0,8.0,0.0,0.0,6.0,SELANGOR,PETALING,IT,Yes,Yes
U2022_1873,8.0,5.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,KELANTAN,TUMPAT,ENGINEERING,Yes,Yes
U2022_1874,0.0,8.0,0.0,1.0,0.0,8.0,8.0,0.0,3.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_1875,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,JOHOR,LEDANG,MANAGEMENT,Yes,Yes
U2022_1876,0.0,8.0,6.0,0.0,0.0,4.0,0.0,6.0,0.0,6.0,MELAKA,JASIN,MANAGEMENT,Yes,Yes
U2022_1877,8.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,SELANGOR,KLANG,IT,Yes,Yes
U2022_1878,0.0,8.0,6.0,0.0,1.0,0.0,0.0,8.0,4.0,0.0,MELAKA,MELAKA TENGAH,FCM,No,Yes
U2022_1879,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,KELANTAN,TANAH MERAH,IT,Yes,No_data
U2022_188,0.0,8.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,8.0,MELAKA,ALOR GAJAH,IT,Yes,Yes
U2022_1880,4.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,MELAKA,MELAKA TENGAH,IT,Yes,Yes
U2022_1881,0.0,0.0,6.0,0.0,2.0,8.0,1.0,5.0,0.0,0.0,PERAK,LARUT AND MATANG,MANAGEMENT,Yes,Yes
U2022_1882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,No
U2022_1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,KLANG,ENGINEERING,No,Yes
U2022_1886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,KELUANG,MANAGEMENT,Yes,Yes
U2022_1889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_189,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,JOHOR,BATU PAHAT,IT,Yes,Yes
U2022_1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1892,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,SEGAMAT,MANAGEMENT,Yes,Yes
U2022_1896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JOHOR,MUAR,MANAGEMENT,Yes,No
U2022_1897,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1898,8.0,8.0,6.0,0.0,4.0,7.0,8.0,8.0,7.0,6.0,MELAKA,JASIN,MANAGEMENT,No,Yes
U2022_1899,0.0,8.0,6.0,6.0,3.0,8.0,6.0,8.0,6.0,0.0,SELANGOR,KLANG,MANAGEMENT,No,Yes
U2022_19,8.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,SELANGOR,GOMBAK,LAW,Yes,Yes
U2022_190,0.0,0.0,8.0,1.0,1.0,0.0,1.0,8.0,0.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1900,8.0,0.0,0.0,3.0,5.0,3.0,0.0,1.0,1.0,6.0,MELAKA,ALOR GAJAH,MANAGEMENT,Yes,Yes
U2022_1901,8.0,8.0,6.0,1.0,4.0,8.0,4.0,8.0,1.0,7.0,SELANGOR,HULU LANGAT,FAC,Yes,Yes
U2022_1902,8.0,8.0,6.0,8.0,0.0,1.0,6.0,8.0,2.0,8.0,SELANGOR,HULU LANGAT,IT,Yes,Yes
U2022_1903,8.0,8.0,6.0,1.0,1.0,8.0,1.0,8.0,1.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1904,8.0,8.0,6.0,6.0,1.0,8.0,8.0,0.0,1.0,6.0,SELANGOR,HULU LANGAT,FCM,Yes,No
U2022_1905,6.0,8.0,6.0,6.0,1.0,6.0,0.0,0.0,3.0,0.0,MELAKA,JASIN,ENGINEERING,No,Yes
U2022_1906,8.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1907,2.0,0.0,0.0,2.0,2.0,8.0,5.0,8.0,2.0,2.0,SELANGOR,KLANG,FAC,No,Yes
U2022_1908,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,TRENGGANU,DUNGUN,MANAGEMENT,Yes,Yes
U2022_1909,8.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,No_data
U2022_191,0.0,0.0,6.0,0.0,0.0,8.0,0.0,6.0,7.0,2.0,JOHOR,BATU PAHAT,MANAGEMENT,No,Yes
U2022_1910,8.0,0.0,6.0,1.0,3.0,8.0,1.0,8.0,1.0,6.0,NEGERI SEMBILAN,SEREMBAN,MANAGEMENT,Yes,No_data
U2022_1911,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,KUALA LUMPUR,KUALA LUMPUR,IT,Yes,Yes
U2022_1912,8.0,8.0,5.0,8.0,3.0,1.0,3.0,8.0,7.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,No,Yes
U2022_1913,8.0,8.0,6.0,1.0,5.0,8.0,3.0,8.0,1.0,6.0,SELANGOR,KLANG,MANAGEMENT,Yes,Yes
U2022_1914,8.0,8.0,6.0,1.0,8.0,8.0,8.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,No,No
U2022_1915,2.0,5.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,SELANGOR,HULU LANGAT,FAC,,Yes
U2022_1916,8.0,0.0,5.0,1.0,7.0,8.0,1.0,8.0,1.0,8.0,PAHANG,BENTONG,LAW,No,Yes
U2022_1917,0.0,5.0,6.0,8.0,4.0,6.0,3.0,6.0,8.0,3.0,JOHOR,BATU PAHAT,MANAGEMENT,Yes,Yes
U2022_1918,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,LABUAN,LABUAN,MANAGEMENT,Yes,Yes
U2022_1919,1.0,5.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,PAHANG,JERANTUT,MANAGEMENT,No,Yes
U2022_192,4.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,JOHOR,JOHOR BAHARU,IT,Yes,Yes
U2022_1920,8.0,8.0,6.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1921,8.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,PERAK,HILIR PERAK,MANAGEMENT,No,Yes
U2022_1922,0.0,8.0,6.0,0.0,1.0,8.0,0.0,0.0,0.0,6.0,SELANGOR,HULU LANGAT,FCM,Yes,Yes
U2022_1923,0.0,8.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,5.0,SELANGOR,GOMBAK,IT,No,Yes
U2022_1924,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,SELANGOR,KUALA SELANGOR,MANAGEMENT,Yes,No_data
U2022_1925,8.0,0.0,6.0,0.0,8.0,0.0,0.0,8.0,8.0,6.0,SELANGOR,PETALING,MANAGEMENT,Yes,Yes
U2022_1926,8.0,8.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,JOHOR,KOTA TINGGI,MANAGEMENT,Yes,Yes
U2022_1927,8.0,8.0,8.0,0.0,8.0,1.0,2.0,8.0,1.0,0.0,KELANTAN,KOTA BHARU,ENGINEERING,No,Yes
U2022_1928,8.0,8.0,6.0,0.0,8.0,8.0,8.0,8.0,6.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,No,Yes
U2022_1929,8.0,8.0,6.0,0.0,8.0,8.0,8.0,0.0,6.0,6.0,SELANGOR,PETALING,IT,No,Yes
U2022_193,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1930,7.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,8.0,6.0,JOHOR,JOHOR BAHARU,MANAGEMENT,Yes,Yes
U2022_1931,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,MELAKA,MELAKA TENGAH,MANAGEMENT,Yes,Yes
U2022_1932,8.0,8.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,JOHOR,LEDANG,MANAGEMENT,Yes,No
U2022_1933,8.0,0.0,6.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,SELANGOR,PETALING,FCA,Yes,No_data
U2022_1934,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SELANGOR,KLANG,MANAGEMENT,Yes,Yes
