Index,Employed,Main_job_Title,Campus,Study_Program,Faculty_domain,Credit_transfer,T1_GPA,T2_GPA,T3_GPA,T4_GPA,T5_GPA,T6_GPA,T7_GPA,T8_GPA,T9_GPA,T10_GPA,T11_GPA,T12_GPA,Sponsor_category,Entry_eligibility,BM_Score,BI_Score,Muet_Score,Matematik,Sejarah,Matematik_Tambahan,Fizik,Kimia,Biologi,PENDIDIKAN_MORAL,Bahasa_Ci,Prinsip_Akaun,Sains,Permanent_address_state,Nationality,Race,Gender,Disability,Status,JS_Job_sector,JS_Job_sub_sector,Super_sector,major_minor
UG252,Yes,Financial Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Malay,Male,No,Other,Accounting/Finance,Corporate Finance/Investment,2,0
UG253,Yes,Human Resource Executive,CYBER,B.B.A. (Hons) (Mgmt. with MM.),MANAGEMENT,No,2.50-2.99,2.00-2.49,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,B,D,D,D,D,D,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Others Malaysian,Female,No,Single,Admin/Human Resources,Human Resources,3,0
UG254,Yes,Electronic Data Processing Analyst,CYBER,B.Acc. (Hons),MANAGEMENT,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,TRENGGANU,Malaysian,Malay,Female,No,Married,Computer/Information Technology,IT-Software,1,0
UG255,Yes,Business Development Executive,MLAKA,B.B.A. (Hons) (H.R.M.),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.00-2.49,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Indian,Male,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG256,Yes,Technology Strategy,MLAKA,B.I.T. (Hons) (A.l.),IT,No,3.00-3.49,no_data,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG257,Yes,Account Executive,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,Yes,2.50-2.99,2.50-2.99,2.00-2.49,3.00-3.49,no_data,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,C,A,D,no_data,no_data,no_data,no_data,A,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG258,Yes,internet salesperson,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Sales/Marketing,Digital Marketing,3,0
UG259,Yes,Assistant Administrative Officer N29,MLAKA,B.E. (Hons) (Electronics Tele),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Malay,Female,No,Single,Admin/Human Resources,Human Resources,3,0
UG260,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PAHANG,Malaysian,Malay,Female,No,Married,Services,Lawyer/Legal Asst,4,1
UG261,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Others Malaysian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG263,Yes,"Parole Officer, Associate Professional",MLAKA,L.L.B. (Hons),LAW,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Services,Lawyer/Legal Asst,5,1
UG264,Yes,Computer Scientists,CYBER,B.C.S (Hons) Data Science,IT,No,2.00-2.49,2.50-2.99,3.00-3.49,3.50-4.00,3.00-3.49,2.50-2.99,no_data,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,B,B,C,D,no_data,C,C,no_data,no_data,KELANTAN,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG265,Yes,Management Trainer,MLAKA,B.I.T. (Hons) (I.T. Mgmt.),IT,Yes,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,C,C,B,B,no_data,no_data,no_data,no_data,KELANTAN,Malaysian,Malay,Female,No,Single,Education/Training,Training & Dev.,4,1
UG266,Yes,3D Generalist,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,Yes,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Arts/Media/Communications,Arts/Creative Design,4,1
UG267,Yes,Project Assistant Manager,CYBER,B.C.S (Hons) Info. Sys.,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Others Malaysian,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG269,Yes,multimedia designers,CYBER,B.Mm. (Hons) (Ani & Vis Efcts),FCM,No,3.00-3.49,2.00-2.49,2.00-2.49,2.50-2.99,2.50-2.99,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Arts/Media/Communications,Arts/Creative Design,4,1
UG270,Yes,Microprogrogramming Engineers,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,no_data,3.00-3.49,3.00-3.49,no_data,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,A,C,B,B,C,B,no_data,no_data,no_data,no_data,KELANTAN,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Hardware,1,0
UG271,Yes,Road Transport Supervisor,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,Yes,2.00-2.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG272,Yes,System Application Engineers,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,0-1.99,0-1.99,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.50-4.00,0-1.99,3.50-4.00,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG273,Yes,steward data,CYBER,B.C.S (Hons) Data Science,IT,No,2.50-2.99,0-1.99,2.50-2.99,2.50-2.99,2.00-2.49,no_data,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG274,Yes,Software Engineers,CYBER,B.C.S (Hons) Software Eng.,IT,Yes,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,TRENGGANU,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG275,Yes,System Analyst,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,0-1.99,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,Irrelavant,Irrelavant,Irrelavant,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Non-Malaysian,Others,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG276,Yes,Software Engineers,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG278,Yes,Data Scientists,CYBER,B.C.S (Hons) Data Science,IT,Yes,no_data,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,B,A,Band 4,A,A,B,C,B,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG279,Yes,Application Programming Interface Development (API),CYBER,B.C.S (Hons) Software Eng.,IT,Yes,2.50-2.99,0-1.99,2.50-2.99,2.50-2.99,2.50-2.99,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,D,C,Band 4,B,D,D,D,D,no_data,no_data,C,D,no_data,KUALA LUMPUR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG280,Yes,Office General Clerk,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.00-3.49,3.00-3.49,3.00-3.49,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG283,Yes,Electrical Engineers,CYBER,B.E. (Hons) (Electrical),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SABAH,Malaysian,Others Malaysian,Female,No,Single,Engineering,Electrical and Electronics,4,1
UG284,Yes,Professional Trainers,CYBER,B.E. (Hons) (Electrical),ENGINEERING,No,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Education/Training,Training & Dev.,4,1
UG287,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Scholarship,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG288,Yes,Electronic Engineers,CYBER,B.E. (Hons) (Electronics),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 5,A,A,A,A,A,A,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Engineering,Electrical and Electronics,4,1
UG289,Yes,Corporate Affairs Trainer,CYBER,B.C.S (Hons) Software Eng.,IT,Yes,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,B,A,C,B,no_data,B,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Education/Training,Training & Dev.,4,1
UG293,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Loan,IPTS,A,A,Band 5,A,A,A,A,A,A,A,A,no_data,no_data,KELANTAN,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG294,Yes,"Telecommunications Engineers, Phone",CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
UG296,Yes,Technical Technology Specialist,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.00-3.49,2.00-2.49,0-1.99,3.00-3.49,no_data,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,C,Band 3,A,C,A,B,C,C,B,C,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG297,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PULAU PINANG,Malaysian,Chinese,Female,No,Other,Services,Lawyer/Legal Asst,4,1
UG298,Yes,Business Data Analyst,CYBER,B.C.S (Hons) Data Science,IT,No,3.50-4.00,2.50-2.99,2.00-2.49,3.00-3.49,3.00-3.49,2.00-2.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,B,A,B,A,no_data,no_data,no_data,no_data,PAHANG,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG300,Yes,Telecommunications Engineering Technology Technology,CYBER,B.E. (Hons) (Electrical),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,TRENGGANU,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG301,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Scholarship,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,4,1
UG304,Yes,Communication Network Executive,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,2.50-2.99,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SABAH,Malaysian,Others Malaysian,Male,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
UG306,Yes,internet salesperson,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.00-2.49,2.50-2.99,2.50-2.99,no_data,3.00-3.49,3.00-3.49,3.00-3.49,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG309,Yes,Assistant Lawyer,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,3.00-3.49,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG310,Yes,Administrative Assistant (Law) Grade L19,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.00-3.49,3.00-3.49,3.00-3.49,Loan,IPTS,B,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG311,Yes,Electronic Engineering Technology expert,CYBER,B.E. (Hons) (Electronics-Nano),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Malay,Male,No,Single,Engineering,Electrical and Electronics,4,1
UG312,Yes,Professional Trainers,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,3.00-3.49,2.50-2.99,3.00-3.49,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Services,Lawyer/Legal Asst,4,1
UG313,Yes,Software Engineers,CYBER,B.C.S (Hons) Software Eng.,IT,Yes,3.50-4.00,2.50-2.99,3.50-4.00,3.50-4.00,2.50-2.99,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,D,B,Band 4,A,A,C,B,C,C,B,C,no_data,no_data,PULAU PINANG,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG314,Yes,Project Engineers,CYBER,B.E. (Hons) (Electrical),ENGINEERING,No,2.00-2.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,2.50-2.99,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG315,Yes,Product Engineers,CYBER,B.E. (Hons) (Electronics-Nano),ENGINEERING,No,2.50-2.99,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Self-sponsored,IPTS,B,B,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG317,Yes,Legal Assistant,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,2.50-2.99,3.50-4.00,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,2.00-2.49,no_data,2.00-2.49,2.00-2.49,3.00-3.49,Self-sponsored,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG319,Yes,Lawyer,MLAKA,L.L.B. (Hons),LAW,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.00-3.49,3.00-3.49,3.50-4.00,Loan,IPTS,A,B,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG320,Yes,Assistant Lawyer,MLAKA,L.L.B. (Hons),LAW,No,2.00-2.49,2.00-2.49,0-1.99,0-1.99,2.00-2.49,2.00-2.49,2.00-2.49,2.00-2.49,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG321,Yes,Telecommunications Engineering Technology Technology,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,2.50-2.99,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Scholarship,IPTS,A,B,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG322,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Malay,Male,No,Single,Services,Lawyer/Legal Asst,3,0
UG324,Yes,criminal lawyer,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,no_data,2.50-2.99,2.50-2.99,3.50-4.00,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG325,Yes,Automation Engineers,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,no_data,3.50-4.00,3.50-4.00,3.00-3.49,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Engineering,Other Engineering,4,1
UG326,Yes,Legal Clerk,MLAKA,L.L.B. (Hons),LAW,No,3.00-3.49,3.00-3.49,3.00-3.49,2.00-2.49,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,no_data,2.50-2.99,2.50-2.99,3.00-3.49,Loan,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SABAH,Malaysian,Others Malaysian,Female,No,Single,Services,Lawyer/Legal Asst,3,0
UG327,Yes,Computer Technicians,CYBER,B.E. (Hons) (Electronics-Comp),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,0-1.99,3.50-4.00,3.50-4.00,Loan,IPTS,B,A,Band 4,A,A,A,A,A,A,A,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Hardware,1,0
UG328,Yes,Account Clerk,CYBER,B.C.S (Hons) Info. Sys.,IT,Yes,2.50-2.99,2.00-2.49,3.50-4.00,2.50-2.99,2.00-2.49,no_data,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,D,B,Band 4,C,D,C,D,D,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG329,Yes,Telecommunications Engineering Technology Technology,CYBER,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG331,Yes,Lawyers,MLAKA,L.L.B. (Hons),LAW,No,2.50-2.99,3.00-3.49,2.00-2.49,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,3.00-3.49,3.00-3.49,3.50-4.00,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Chinese,Female,No,Single,Services,Lawyer/Legal Asst,3,0
