Index,Employed,Main_job_Title,Campus,Study_Program,Faculty_domain,Credit_transfer,T1_GPA,T2_GPA,T3_GPA,T4_GPA,T5_GPA,T6_GPA,T7_GPA,T8_GPA,T9_GPA,T10_GPA,T11_GPA,T12_GPA,Sponsor_category,Entry_eligibility,BM_Score,BI_Score,Muet_Score,Matematik,Sejarah,Matematik_Tambahan,Fizik,Kimia,Biologi,PENDIDIKAN_MORAL,Bahasa_Ci,Prinsip_Akaun,Sains,Permanent_address_state,Nationality,Race,Gender,Disability,Status,JS_Job_sector,JS_Job_sub_sector,Super_sector,major_minor
UG1917,Yes,Account Clerk,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,2.50-2.99,2.50-2.99,2.00-2.49,2.00-2.49,0-1.99,2.50-2.99,no_data,3.50-4.00,3.00-3.49,3.00-3.49,no_data,Loan,IPTS,D,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1920,Yes,Equipment Engineers,MLAKA,B.E. (Hons) (Robo. & Auto.),ENGINEERING,No,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,A,no_data,A,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Engineering,Other Engineering,4,1
UG1922,Yes,Software Engineers,MLAKA,B.E. (Hons) (Robo. & Auto.),ENGINEERING,No,2.50-2.99,2.50-2.99,2.00-2.49,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,no_data,Self-sponsored,IPTS,B,B,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG1924,Yes,Auditors,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,3.00-3.49,2.00-2.49,2.50-2.99,2.50-2.99,2.00-2.49,2.50-2.99,no_data,3.50-4.00,3.00-3.49,3.50-4.00,no_data,Loan,IPTS,D,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1927,Yes,Customer Service Executive,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,No,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,2.50-2.99,no_data,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,B,Band 3,A,C,C,C,B,C,C,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Services,Customer Service,3,0
UG1929,Yes,Automotive Mechanics,CYBER,B.C.S (Hons) Info. Sys.,IT,Yes,2.50-2.99,2.00-2.49,3.50-4.00,2.50-2.99,3.00-3.49,no_data,3.50-4.00,3.00-3.49,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,D,D,Band 3,C,A,no_data,no_data,no_data,no_data,no_data,no_data,B,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Engineering,Mechanical,4,1
UG1930,Yes,Operations Technician,CYBER,B.E. (Hons) (Electronics-Nano),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Manufacturing,Manufacturing,5,1
UG1932,Yes,Factory Office Clerk,MLAKA,B.B.A. (Hons) (Banking & Fin.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,STPM,A,B,Band 4,A,A,D,no_data,no_data,no_data,A,B,A,A,JOHOR,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1936,Yes,Web Application Developers,CYBER,B.C.S (Hons) Software Eng.,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,2.50-2.99,3.50-4.00,no_data,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,A,Band 5,A,B,A,A,A,A,no_data,B,no_data,no_data,SELANGOR,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG1938,Yes,Software Engineers,CYBER,B.C.S (Hons) Game Dev.,IT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,B,B,Band 4,A,A,A,A,A,A,A,B,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG1941,Yes,Accountants,MLAKA,B.Acc. (Hons),MANAGEMENT,No,0-1.99,2.00-2.49,2.00-2.49,0-1.99,2.00-2.49,2.50-2.99,2.00-2.49,2.50-2.99,2.00-2.49,0-1.99,3.00-3.49,2.50-2.99,Loan,IPTS,C,B,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1942,Yes,Software Engineers (Python),MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,no_data,2.50-2.99,2.00-2.49,2.00-2.49,2.50-2.99,2.00-2.49,no_data,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,Loan,Diploma,D,D,Band 3,B,D,C,D,D,D,no_data,C,no_data,no_data,NEGERI SEMBILAN,Malaysian,Chinese,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG1945,Yes,Data Analyst,CYBER,B.C.S (Hons) Data Science,IT,No,2.50-2.99,0-1.99,3.50-4.00,0-1.99,0-1.99,3.50-4.00,0-1.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Indian,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG1947,Yes,Account Clerk,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.00-2.49,3.00-3.49,2.50-2.99,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.00-3.49,2.50-2.99,no_data,Loan,IPTS,D,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1948,Yes,Clerk of filing,CYBER,B. Mkt. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Malay,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1949,Yes,Management Trainer,CYBER,B. B. Mgt. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,B,Band 4,A,D,B,no_data,no_data,no_data,B,A,A,A,SELANGOR,Malaysian,Chinese,Female,No,Single,Education/Training,Training & Dev.,4,1
UG1950,Yes,Sales Clerk,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,A,A,Band 4,A,A,B,B,B,B,A,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1951,Yes,Financial Analyst,CYBER,B.Fin.Eng. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,Loan,IPTS,A,A,Band 4,A,B,A,no_data,no_data,no_data,B,B,A,A,SELANGOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Corporate Finance/Investment,2,0
UG1953,Yes,Operations Executive,MLAKA,B.B.A. (Hons) (Int'l. Bus.),MANAGEMENT,No,no_data,3.00-3.49,3.50-4.00,3.00-3.49,3.00-3.49,2.50-2.99,no_data,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,Loan,IPTS,A,C,Band 3,A,C,C,no_data,no_data,no_data,B,B,A,A,JOHOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1954,Yes,Financial Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,C,Band 4,A,A,no_data,no_data,no_data,no_data,A,no_data,A,A,SELANGOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Corporate Finance/Investment,2,0
UG1961,Yes,Audit Executive and Risk Assessment,CYBER,B.Fin.Eng. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,A,A,B,B,A,B,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1962,Yes,Telemarketer,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,No,2.50-2.99,2.00-2.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,3.00-3.49,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,D,B,Band 4,C,C,no_data,no_data,no_data,no_data,B,C,A,B,NEGERI SEMBILAN,Malaysian,Chinese,Male,No,Other,Sales/Marketing,Digital Marketing,3,0
UG1964,Yes,scriptwriter/screen writer,CYBER,B. Cine. Arts (Hons),FCA,No,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,C,A,A,A,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Female,No,Single,Arts/Media/Communications,Entertainment,4,1
UG1965,Yes,Telecommunications Consultants,CYBER,B. Mkt. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 5,A,A,B,A,A,A,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Malay,Female,No,Single,Computer/Information Technology,IT-Network/Sys/DB Admin,1,0
UG1966,Yes,3D Generalist,CYBER,B.MM. (Hons) (Virtual Reality),FCM,No,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,no_data,Loan,IPTS,B,A,Band 4,A,B,no_data,no_data,no_data,no_data,no_data,no_data,no_data,A,SELANGOR,Malaysian,Malay,Male,No,Single,Arts/Media/Communications,Arts/Creative Design,4,1
UG1967,Yes,Marketing Officer,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,D,D,Band 3,A,D,no_data,no_data,no_data,no_data,no_data,C,B,C,JOHOR,Malaysian,Chinese,Male,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG1968,Yes,Account Executive,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,no_data,Loan,IPTS,C,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1969,Yes,N11 Grade Operations Assistant,MLAKA,B.B.A. (Hons) (Mktg. Mgmt.),MANAGEMENT,Yes,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,Diploma,D,D,Band 3,C,C,no_data,no_data,no_data,no_data,B,C,no_data,A,MELAKA,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG1973,Yes,Account Payment Analyst,CYBER,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.00-3.49,3.50-4.00,Loan,IPTS,A,A,Band 4,A,A,A,B,B,B,B,no_data,A,no_data,PERAK,Malaysian,Indian,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1975,Yes,Audit Executive,MLAKA,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,2.00-2.49,3.00-3.49,2.50-2.99,2.50-2.99,no_data,3.50-4.00,3.00-3.49,3.50-4.00,Self-sponsored,IPTS,A,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG1977,Yes,Telecommunications Engineering Technology Technology,MLAKA,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,no_data,Scholarship,IPTS,A,B,Band 4,A,A,A,A,A,A,no_data,no_data,no_data,no_data,KEDAH,Malaysian,Malay,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG1979,Yes,Auditor Assistant,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,no_data,Loan,IPTS,C,C,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Arts/Media/Communications,Communication and Public Relations,5,1
UG1981,Yes,Assistant Engineer,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,3.00-3.49,no_data,Loan,IPTS,B,B,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Engineering,Other Engineering,4,1
UG1982,Yes,Accountants,CYBER,B.Acc. (Hons),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.50-4.00,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.50-4.00,Scholarship,IPTS,A,A,Band 5,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,PERAK,Malaysian,Malay,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1983,Yes,Engineers,MLAKA,B.E. (Hons) (Robo. & Auto.),ENGINEERING,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,Loan,IPTS,C,B,Band 4,A,A,A,B,B,C,B,A,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Engineering,Electrical and Electronics,4,1
UG1984,Yes,Account Executive,CYBER,B.Acc. (Hons),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.50-4.00,3.50-4.00,3.00-3.49,Loan,IPTS,A,A,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Others Malaysian,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1987,Yes,Mechanical Engineers,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,A,A,Band 4,A,A,B,B,A,A,A,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Engineering,Mechanical,4,1
UG1991,Yes,Cashier,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,A,A,A,A,no_data,no_data,A,no_data,TRENGGANU,Malaysian,Malay,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1993,Yes,Electronic Engineers,CYBER,B.E. (Hons) (Electronics),ENGINEERING,No,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,no_data,Scholarship,IPTS,A,A,Band 4,A,A,B,A,A,no_data,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Malay,Female,No,Other,Engineering,Electrical and Electronics,4,1
UG1994,Yes,Accountants,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,2.00-2.49,3.00-3.49,no_data,3.50-4.00,3.50-4.00,3.00-3.49,no_data,Loan,IPTS,B,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG1995,Yes,Mechanical Engineering Technology expert,MLAKA,B.E. (Hons) (Mechanical),ENGINEERING,No,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,B,B,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Male,No,Single,Engineering,Mechanical,4,1
UG1996,Yes,Auditor Assistant,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.00-2.49,2.50-2.99,no_data,3.50-4.00,3.00-3.49,2.50-2.99,no_data,Self-sponsored,IPTS,B,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Arts/Media/Communications,Communication and Public Relations,5,1
UG2001,Yes,Auditors,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,3.00-3.49,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,no_data,3.50-4.00,3.00-3.49,3.00-3.49,no_data,Loan,IPTS,D,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Male,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG2002,Yes,Administrative Executive,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,2.50-2.99,2.00-2.49,2.50-2.99,0-1.99,0-1.99,0-1.99,no_data,3.50-4.00,2.50-2.99,3.00-3.49,no_data,Loan,IPTS,C,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG2008,Yes,Account Clerk,MLAKA,B.Acc. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.50-2.99,2.00-2.49,2.00-2.49,3.00-3.49,2.50-2.99,3.00-3.49,no_data,3.50-4.00,2.50-2.99,3.00-3.49,Loan,IPTS,B,C,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,JOHOR,Malaysian,Chinese,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG2012,Yes,Store Sales,CYBER,B.Comm.(Strategic Comm) (Hons),FAC,No,2.50-2.99,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,Self-sponsored,IPTS,C,A,Band 4,D,D,no_data,no_data,no_data,no_data,no_data,no_data,no_data,A,SELANGOR,Malaysian,Malay,Female,No,Single,Sales/Marketing,Sales,3,0
UG2013,Yes,Auditors,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,3.00-3.49,3.50-4.00,3.50-4.00,no_data,Loan,IPTS,B,A,Band 4,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,SARAWAK,Malaysian,Indian,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG2015,Yes,Technicians,MLAKA,B.I.T. (Hons) (A.l.),IT,Yes,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,no_data,no_data,no_data,Loan,IPTS,B,B,Band 3,B,B,no_data,no_data,no_data,no_data,B,B,B,A,MELAKA,Malaysian,Chinese,Female,No,Single,Computer/Information Technology,IT-Software,1,0
UG2016,Yes,Electronic Engineering Technology expert,MLAKA,B.E. (Hons) (Electronics Tele),ENGINEERING,No,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,no_data,Scholarship,IPTS,A,B,Band 3,A,A,A,A,A,no_data,no_data,no_data,A,no_data,JOHOR,Malaysian,Malay,Male,No,Single,Engineering,Electrical and Electronics,4,1
UG2018,Yes,Project Leader,MLAKA,B.I.T. (Hons) (Security Tech.),IT,No,no_data,2.50-2.99,0-1.99,2.50-2.99,2.00-2.49,2.00-2.49,2.50-2.99,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,B,Band 4,A,B,B,B,B,C,B,no_data,no_data,no_data,JOHOR,Malaysian,Indian,Male,No,Single,Computer/Information Technology,IT-Software,1,0
UG2019,Yes,Account Payment Executive,CYBER,B.Fin. (Hons),MANAGEMENT,No,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,no_data,no_data,Loan,IPTS,D,B,Band 3,B,C,no_data,no_data,no_data,no_data,C,D,C,B,SELANGOR,Malaysian,Chinese,Female,No,Single,Accounting/Finance,General/Cost Accounting,2,0
UG2020,Yes,stock and stock brokers,CYBER,B. B. Mgt. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,3.00-3.49,no_data,no_data,no_data,Self-sponsored,IPTS,D,A,Band 4,B,B,D,C,D,D,no_data,no_data,no_data,no_data,NEGERI SEMBILAN,Malaysian,Others Malaysian,Male,No,Single,Accounting/Finance,Banking/Financial,2,0
UG2022,Yes,Auditing Accountants,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,C,A,Band 4,A,B,C,C,C,C,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Female,No,Single,Accounting/Finance,Audit & Taxation,2,0
UG2023,Yes,Financial Clerk,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,B,B,Band 3,B,C,D,C,D,no_data,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG2024,Yes,Compliance Officer,CYBER,B.Fin. (Hons),MANAGEMENT,No,2.50-2.99,2.50-2.99,2.00-2.49,2.50-2.99,2.50-2.99,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,A,Band 3,B,D,D,no_data,no_data,no_data,C,no_data,D,C,SELANGOR,Malaysian,Chinese,Male,No,Single,Admin/Human Resources,Top Management,3,0
UG2027,Yes,General Assistant,CYBER,B. B. Mgt. (Hons),MANAGEMENT,No,3.00-3.49,3.00-3.49,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Loan,IPTS,B,B,Band 4,B,B,no_data,C,D,D,A,no_data,no_data,no_data,SELANGOR,Malaysian,Indian,Female,No,Single,Admin/Human Resources,Clerical/Administrative Support,3,0
UG2030,Yes,Financial Assistant,CYBER,B.Fin. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,no_data,no_data,no_data,Scholarship,IPTS,A,A,Band 4,A,A,B,B,A,B,no_data,no_data,no_data,no_data,KUALA LUMPUR,Malaysian,Indian,Female,No,Single,Accounting/Finance,Corporate Finance/Investment,2,0
UG2034,Yes,Business Executive,CYBER,B. B. Mgt. (Hons),MANAGEMENT,No,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,3.50-4.00,3.50-4.00,3.50-4.00,3.00-3.49,3.50-4.00,no_data,no_data,no_data,Self-sponsored,IPTS,B,A,Band 4,A,A,B,B,B,B,no_data,no_data,no_data,no_data,SELANGOR,Malaysian,Malay,Male,No,Single,Sales/Marketing,Marketing/Business Dev,3,0
UG2037,Yes,Auditing Accountants,MLAKA,B.Acc. (Hons),MANAGEMENT,Yes,2.50-2.99,2.50-2.99,3.00-3.49,2.50-2.99,2.50-2.99,2.00-2.49,3.50-4.00,no_data,3.50-4.00,3.00-3.49,3.50-4.00,no_data,Loan,IPTS,B,D,Band 3,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,no_data,MELAKA,Malaysian,Chinese,Male,No,Single,Accounting/Finance,Audit & Taxation,2,0
